Date,Hang Seng Index,SSE Composite Index,ASX All Ordinaries,India S&P BSE SENSEX,TOPIX,KOSPI Composite Index,Taiwan TAIEX,FTSE Bursa Malaysia KLCI,FTSE Straits Times Index,Philippines PSE PSEi,NEW ZEALAND NZX 50(CAP),Thailand SET,Euro STOXX,FTSE 100,France CAC 40,Germany DAX (TR),FTSE MIB,Belgium BEL-20,Ireland ISEQ Overall,Netherlands AEX,Norway OSE OBX TR,Spain IBEX 35,OMX Stockholm 30,Switzerland SMI (PR),Austria ATX,OMX Copenhagen 20,OMX Helsinki 25,Portugal PSI 20,Russia RTS,Czech Republic PX - 50,Hungary BUX,Poland WIG,Turkey BIST 100,S&P 500,DJ Industrial Average,Colombia IGBC,Canada S&P/TSX Composite,Brazil Bovespa Index,Mexico IPC,Israel TA-125,Saudi Arabia All Share (TASI),FTSE JSE All Share,Abu Dhabi Securities Exchange
20161221,21809.8,3137.4297,5662,26242.38,1544.94,2037.96,9204.26,1629.589972,2901.7,6686.36,3249.86,1508.57,349.13,7041.42,4833.82,11468.64,19215.59,3599.36,6449.75,483.21,610.91,9371.7,1525.4672,8233.45,2638.28,873.7847,3675.464,4646.34,1140.88,917.55,31765.3,51223.85,77619.47,2265.18,19941.959,10040.7,15305.89,57646.52,44983.03,1275.91,7056.71,50163.92,4467.19
20161222,21636.2,3139.558,5691.8,25979.6,1543.82,2035.73,9118.75,1623.195951,2882.04,6587.17,3273.33,1504.12,348.7,7063.68,4834.63,11456.1,19121.26,3596.92,6487.66,482.47,612.53,9333.6,1519.5388,8237.98,2632.5,876.4176,3642.4373,4612.72,1125.8,917.53,31700.85,51423.71,77404.74,2260.96,19918.88,10021.54,15335.23,57255.223,45008.08,1277.43,7087.76,49833.77,4436.82
20161223,21574.76,3110.1543,5675.1,26040.7,1543.82,2035.9,9078.64,1617.145292,2871.05,6563.67,3285.33,1509.98,349.52,7068.17,4839.68,11449.93,19345.02,3599.79,6515.99,482.86,614.42,9367.7,1525.8014,8232.64,2633.58,877.9712,3687.7454,4635.73,1117.92,916.75,31638.81,51295.58,76972.15,2263.79,19933.81,9951,15328.15,57937.105,45173.54,1277.43,7087.76,49400.56,4436.82
20161226,21574.76,3122.569,5675.1,25807.1,1538.14,2037.75,9110.54,1617.145292,2871.05,6563.67,3285.33,1515.23,349.52,7068.17,4839.68,11449.93,19345.02,3599.79,6515.99,482.86,614.42,9367.7,1525.8014,8232.64,2633.58,877.9712,3687.7454,4635.73,1124.65,916.75,31638.81,51295.58,77028.47,2263.79,19933.81,10026.04,15328.15,58620.26,44989.58,1272.29,7166.36,49400.56,4455.8
20161227,21574.76,3114.664,5675.1,26213.44,1536.22,2042.17,9109.27,1619.678443,2885.76,6658.2,3285.33,1517.08,350.18,7068.17,4848.28,11472.24,19390.83,3606.66,6515.99,483.58,617.94,9376.6,1533.3107,8259.45,2633.71,880.9545,3689.4968,4663.55,1135.79,920.35,31868.51,51368.63,76699.41,2268.88,19945.04,10019.64,15328.15,58696.69,45299.67,1286.21,7257.17,49400.56,4469.08
20161228,21754.74,3102.2356,5732.4,26210.68,1536.8,2024.49,9201.4,1630.296531,2898.3,6846.44,3284.75,1524.6,349.84,7106.08,4848.01,11474.99,19239.39,3608.89,6490.69,484.2,620.07,9344.9,1527.304,8256.61,2638.48,882.029,3691.8074,4652.01,1138.31,923.54,32025.6,51329.77,77547.71,2249.92,19833.68,10128.09,15361.1,59781.633,45563.18,1289.31,7240.66,50322.72,4471.57
20161229,21790.91,3096.0967,5746.7,26366.15,1518.39,2026.46,9153.09,1637.92631,2889.15,6840.64,3292.63,1537.81,349.22,7120.26,4838.47,11451.05,19203.94,3601.09,6509.45,482.46,620.45,9327.1,1518.3654,8251.13,2649.93,885.5396,3680.899,4668.35,1144.26,919.58,31847.87,51703.91,77835.85,2249.26,19819.78,10106.25,15422.12,60227.29,45909.31,1282.37,7210.43,50682.08,4546.37
20161230,22000.56,3103.6372,5719.1,26626.46,1518.61,2026.46,9253.5,1641.727548,2880.76,6840.64,3287.35,1542.94,350.26,7142.83,4862.31,11481.06,19234.58,3606.36,6517.24,483.17,617.75,9352.1,1517.1971,8219.87,2618.43,883.9585,3680.076,4679.2,1152.33,921.61,32003.05,51754.03,78138.66,2238.83,19762.6,10106.25,15287.59,60227.29,45642.9,1282.37,7210.43,50653.54,4546.37
20170102,22000.56,3103.6372,5719.1,26595.45,1518.61,2026.16,9253.5,1641.727548,2880.76,6840.64,3287.35,1542.94,353.02,7142.83,4882.38,11598.33,19566.53,3630.22,6517.24,486.37,625.19,9418.7,1526.8267,8219.87,2654.94,899.9598,3723.5962,4734.06,1152.33,924.04,32099.05,51907.77,77754.46,2238.83,19762.6,10064.93,15287.59,59588.703,45695.1,1280.42,7247.34,50653.54,4533.87
20170103,22150.4,3135.921,5784.6,26643.24,1518.61,2043.97,9272.88,1635.534678,2898.97,6861.31,3287.35,1542.94,353.89,7177.89,4899.33,11584.24,19573.48,3657.05,6525.07,487.99,627.99,9494.7,1534.6969,8316.18,2685.02,896.8463,3724.6924,4725.41,1189.32,932.86,32169.13,52532.35,76618.2,2257.83,19881.76,10161.12,15403.03,61813.83,46123.36,1285.44,7250.76,51020.66,4590.31
20170104,22134.47,3158.794,5788.2,26633.13,1554.48,2045.64,9286.96,1647.468799,2921.31,7030.95,3331.82,1563.58,353.68,7189.74,4899.4,11584.31,19626.64,3665.69,6580.23,487.58,625.87,9462.9,1530.9257,8354.81,2682.64,891.452,3717.6526,4741.15,1176.69,934.21,32649.04,52753.84,76143.59,2270.75,19942.16,10288.43,15516.75,61589.06,46587.74,1287.77,7198.11,50760.24,4587.67
20170105,22456.69,3165.411,5805.1,26878.24,1555.68,2041.95,9358.14,1659.819287,2954.14,7209.44,3332.03,1571.05,353.75,7195.31,4900.64,11584.94,19642.81,3658.69,6617.76,486.93,629.91,9488.2,1522.1028,8392.49,2696.3,900.4186,3711.2236,4721.38,1180.31,934.07,32750,52721.67,76386.3,2269,19899.29,10317.51,15586.58,62070.98,46719.99,1290.66,7198.73,50474.95,4601.96
20170106,22503.01,3154.321,5809,26759.23,1553.32,2049.12,9372.22,1675.488904,2962.63,7248.2,3329.38,1571.48,354.1,7210.05,4909.84,11599.01,19687.71,3665.5,6594.32,487,627.7,9515.9,1522.1028,8417.46,2696.3,900.8714,3711.2236,4702.97,1172.59,937.52,32855.87,52721.67,77106.57,2276.98,19963.8,10276.37,15496.05,61665.367,46071.57,1290.66,7198.73,51216,4601.96
20170109,22558.69,3171.236,5857.7,26726.55,1553.32,2048.78,9342.42,1667.901666,2981.54,7276.34,3349.48,1564.08,352.68,7237.77,4887.57,11563.99,19360.02,3638.86,6574.49,485.1,622.29,9492.8,1509.8206,8424.86,2678.69,896.2683,3688.9158,4677.02,1160.27,935.72,32854.26,53006.63,77394.44,2268.9,19887.38,10276.37,15388.95,61700.29,45553.51,1284.24,7081.71,51049.71,4663.69
20170110,22744.85,3161.6714,5813,26899.56,1542.31,2045.12,9349.64,1672.054347,3006.02,7364.34,3361.35,1572.1,352.57,7275.47,4888.23,11583.3,19424.19,3632.02,6601.56,484.74,623.43,9452,1510.0917,8449.19,2659.7,890.83,3681.722,4618.21,1175.01,926.08,33031.53,53409.72,77393.69,2268.9,19855.53,10258.29,15426.28,62131.8,45886.27,1280.51,7008.03,51740.17,4668.31
20170111,22935.35,3136.7534,5823.7,27140.41,1550.4,2075.17,9345.74,1675.213576,3000.94,7321.82,3376.64,1572.93,353.15,7290.49,4888.71,11646.17,19486.88,3619.49,6618.35,486.58,627.7,9408.6,1511.8762,8427.15,2669.54,897.4464,3679.2212,4589.92,1155.5,927.93,32972.2,53709.33,77666.58,2275.32,19954.28,10286.11,15491.54,62446.26,45933.65,1276.44,6894.65,52437.91,4662.86
20170112,22829.02,3119.2886,5821.6,27247.16,1535.41,2087.14,9410.18,1677.75951,2993,7264.55,3373.49,1568.84,350.7,7292.37,4863.97,11521.04,19156.59,3588.85,6605.19,483.09,625.97,9407.4,1503.3075,8375.02,2670.61,883.7792,3646.0554,4592.4,1175.28,928.89,32966.42,53650.94,80891.04,2270.44,19891,10243.14,15418.16,63953.93,46060.98,1269.08,6921.77,52444.36,4681.28
20170113,22937.38,3112.7644,5776.8,27238.06,1544.89,2076.79,9378.83,1672.503693,3025.07,7238.52,3365.55,1575.24,354.57,7337.81,4922.49,11629.18,19514.54,3634.44,6658.95,488.09,628.74,9511.6,1522.4901,8452.19,2678.44,897.687,3687.0176,4615.43,1158.19,930.42,32949.77,53498.26,81524.32,2274.64,19885.73,10237.62,15497.28,63651.516,46182.43,1269.08,6921.77,52794.81,4681.28
20170116,22718.15,3103.428,5803,27288.17,1530.64,2064.17,9292.33,1658.839901,3013.12,7238.45,3378.91,1571.8,351.81,7327.13,4882.18,11554.71,19247.25,3594.58,6578.26,484.13,623.98,9410,1512.9689,8362.6,2668.43,897.7462,3668.2148,4576.53,1151.05,927.14,32996.94,53706.41,81711.69,2274.64,19885.73,10191.29,15479.29,63831.277,45740.38,1266.46,6823.63,53158.54,4653.48
20170117,22840.97,3108.7747,5754.7,27235.66,1509.1,2071.87,9354.53,1663.026786,3012.77,7123.33,3373.19,1566.84,350.87,7220.38,4859.69,11540,19296.16,3588.31,6570.47,481.77,622.69,9394.9,1507.3201,8304.1,2655.6,893.0719,3644.8528,4597.61,1156.47,923.27,32782.26,53582.55,82362.77,2267.89,19826.77,10172.74,15441.36,64354.336,46002.56,1264.59,6873.53,52817.73,4663.14
20170118,23098.26,3113.0122,5733.7,27257.64,1513.86,2070.54,9341.97,1665.016994,3000.22,7156.36,3371.43,1560.83,351.6,7247.61,4853.4,11599.39,19358.1,3584.29,6541.58,484.75,625.88,9386.2,1515.9922,8312.42,2659.29,890.9368,3664.512,4605.99,1151.65,925.93,32841.25,53431.86,82779.25,2271.89,19804.72,10161.46,15397.85,64149.574,46360.63,1260.95,6853.45,52933.28,4695.91
20170119,23049.96,3101.2993,5745.4,27308.6,1528.15,2072.79,9318.12,1666.50547,3008.22,7246.08,3372.9,1554.88,351.79,7208.44,4841.14,11596.89,19490.96,3593.97,6590.34,484.64,631.04,9379.1,1513.9167,8273.08,2666.46,892.895,3692.4683,4580.68,1136.62,928.71,32709.08,53654.99,82300.32,2263.69,19732.4,10154.74,15409.81,63950.863,46265.26,1248.09,6875.87,52900.77,4704.7
20170120,22885.91,3123.139,5709.7,27034.5,1533.46,2065.61,9331.46,1664.886969,3011.08,7232.66,3366.27,1562.99,352.44,7198.44,4850.67,11630.13,19479.46,3588.53,6622.97,485.98,632.79,9380.1,1525.4886,8275.13,2684.83,891.7076,3711.15,4601.65,1138.99,928.53,32881.92,53573.28,83067.15,2271.31,19827.25,10122.93,15547.88,64521.184,46331.6,1248.09,6875.87,52532.26,4704.7
20170123,22898.52,3136.775,5668,27117.34,1514.63,2065.99,9424.05,1671.314664,3025.48,7374.35,3375.52,1570.79,350.1,7151.18,4821.41,11545.75,19328.41,3562.43,6596.42,482.71,628.8,9304.8,1504.688,8229.01,2672.88,883.3986,3684.6567,4560.06,1137.67,926.79,32906.48,53425.2,83047.8,2265.2,19799.85,10125.36,15480.13,65748.625,47116.24,1232.24,7013.18,53040.48,4657.57
20170124,22949.86,3142.5532,5706.3,27375.58,1506.33,2065.76,9447.95,1680.686047,3041.95,7370.65,3373.76,1578.82,351.43,7150.34,4830.03,11594.94,19499.54,3559.45,6511.71,483.05,633.91,9387.2,1522.8525,8246.66,2684.17,879.8032,3720.9878,4576.74,1155.38,930.13,32690.23,53988.51,84207.89,2280.07,19912.71,10222.28,15610.69,65840.09,48149.61,1239.15,7091.88,53342.04,4679.26
20170125,23049.12,3149.5547,5726,27708.14,1521.58,2066.94,9447.95,1683.933993,3039.94,7323.36,3386.54,1584.29,355.72,7164.43,4877.67,11806.05,19582.23,3605.05,6574.54,488.03,640.45,9549.3,1545.9867,8387.55,2738.92,890.7619,3741.085,4573.73,1159.79,938.16,32807.71,55484.56,83128.26,2298.37,20068.51,10203.81,15643.84,65840.09,48275.83,1248.08,7128.12,53250.79,4606.5
20170126,23374.17,3159.166,5726,27708.14,1545.01,2083.59,9447.95,1692.216633,3051.78,7332.64,3397.24,1591,355.26,7161.49,4867.24,11848.63,19439.65,3610.21,6531.4,486.45,640.2,9512.8,1553.8896,8405.48,2726.22,897.1156,3735.1313,4583.03,1163.62,938.08,32918.47,55560.23,83826.54,2296.68,20100.91,10262.68,15615.52,66190.625,47611.44,1250.29,7134.88,53405.74,4624.17
20170127,23360.78,3159.166,5765.6,27882.46,1549.25,2083.59,9447.95,1686.361094,3064.85,7333.67,3407.24,1590.8,354.21,7184.49,4839.98,11814.27,19329.26,3605.3,6534.03,485.87,638.35,9504.1,1538.7614,8379.57,2733.07,904.8188,3739.5999,4609.78,1195.61,936.89,32714.58,55657.7,83827.39,2294.69,20093.781,10274.83,15575.81,66033.984,47421.12,1250.29,7134.88,52973.83,4624.17
20170130,23360.78,3159.166,5714.3,27849.56,1543.77,2083.59,9447.95,1686.361094,3064.85,7336.71,3383.98,1590.56,349.58,7118.48,4784.64,11681.89,18759.4,3564.95,6441.43,479.53,628.02,9361.3,1528.8899,8320.83,2694.38,901.433,3689.7632,4481.32,1175.64,930.82,32476.71,55060.44,86237.54,2280.9,19971.129,10207.65,15405.12,64301.73,47091.82,1240.74,7132.39,52660.94,4590.88
20170131,23360.78,3159.166,5675,27655.96,1521.67,2067.57,9447.95,1671.542526,3046.8,7229.66,3367.36,1577.31,346.53,7099.15,4748.9,11535.31,18590.73,3542.27,6392.39,476.71,623.54,9315.2,1536.7513,8291.69,2676.43,902.0578,3623.0513,4475.03,1164.15,932.46,32481.29,55232.32,86295.72,2278.87,19864.09,10165.34,15385.96,64670.78,47001.06,1242.96,7101.86,52788.12,4548.82
20170201,23318.39,3159.166,5704,28141.64,1527.77,2080.48,9447.95,1671.542526,3067.49,7227.45,3369.63,1576.32,349.35,7107.65,4794.58,11659.5,18740.65,3575.2,6455.96,479.65,631.62,9330.8,1547.31,8329.17,2727.69,911.7774,3651.6902,4467.94,1167.53,938.23,32584.18,55651.75,86847.96,2279.55,19890.94,10142.75,15402.39,64836.125,47009.51,1254.11,7100.93,53104.12,4526.26
20170202,23184.52,3159.166,5696.4,28226.61,1510.41,2071.01,9428.97,1673.482373,3044.08,7225.91,3368.69,1572.67,349.7,7140.75,4794.29,11627.95,18889.19,3586.83,6470.8,482.19,623.64,9406.4,1551.8502,8276.7,2729.76,895.2895,3677.4216,4498.21,1171.42,940.91,32575.16,55303.11,87394.19,2280.85,19884.91,10193.59,15399.11,64578.215,47095.07,1248.69,7098.64,52719.58,4446.21
20170203,23129.21,3140.17,5672.5,28240.52,1514.99,2073.16,9455.56,1685.011193,3041.94,7226.7,3388.2,1582.95,351.49,7188.3,4825.42,11651.49,19116.04,3606.16,6510.67,485.92,632.32,9462.7,1557.3132,8350.84,2730.77,899.8166,3654.061,4622.82,1190.4,943.99,32905.89,55408.23,88389.5,2297.42,20071.459,10201.45,15476.39,64953.934,47225.1,1248.69,7098.64,52265.16,4446.21
20170206,23348.24,3156.984,5665.4,28439.28,1520.42,2077.66,9538.01,1691.241137,3056.91,7294.4,3388.2,1589.13,347.51,7172.15,4778.08,11509.84,18693.65,3578.1,6448.48,482.08,631.58,9357.3,1548.899,8330.93,2711.99,894.901,3638.7046,4597.07,1178.52,942.06,32388.91,55654.52,87357.86,2292.56,20052.42,10191.06,15456.94,63992.934,47225.1,1248.85,7062.35,52151.16,4521.58
20170207,23331.57,3153.088,5672.6,28335.16,1516.15,2075.21,9554.56,1688.83966,3071.64,7262.64,3375.14,1582.52,347.49,7186.22,4754.47,11549.44,18662.61,3589.71,6395.73,484.28,630.84,9331.5,1550.9417,8370.14,2712.76,894.3309,3654.8215,4563.21,1179.21,947.25,32539.53,55617.09,87476.73,2293.08,20090.29,10129.94,15498.8,64198.9,46728.95,1252.77,7038.62,52181.91,4545.11
20170208,23485.13,3166.9817,5703.4,28289.92,1524.15,2065.08,9543.25,1688.502809,3066.53,7234.82,3374.77,1589.29,348,7188.82,4766.6,11543.38,18771.78,3584.03,6410.86,483.51,627.18,9329.7,1549.239,8378.73,2706.11,888.5784,3652.4902,4560.11,1164.65,955.21,32595.92,55642.64,88249.08,2294.67,20054.34,10058.79,15554.04,64835.402,46921.71,1244.87,6967.4,51803.48,4574.2
20170209,23525.14,3183.1794,5717.7,28329.7,1513.55,2065.88,9590.18,1688.502809,3079.96,7252.66,3401.21,1583.25,351.34,7229.5,4826.24,11642.86,18947.44,3611.67,6477.16,488.5,624.09,9438.4,1557.497,8437.54,2737.49,904.6108,3681.9314,4594.76,1163.19,953.46,32949.08,56785.52,88830.21,2307.87,20172.4,10029.68,15617.3,64964.887,47232.17,1253.69,6969.26,51904.34,4569.49
20170210,23574.98,3196.699,5771.6,28334.25,1546.56,2075.08,9665.59,1698.942081,3100.39,7235.21,3393,1585.24,351.27,7258.75,4828.32,11666.97,18862.11,3590.95,6477.83,489.56,626.14,9378.1,1562.7273,8456.22,2758.99,908.8335,3697.6887,4604.33,1164.21,964.31,33156.09,57385.03,87473.33,2316.1,20269.37,10055.41,15729.12,66124.52,47797.04,1253.69,6969.26,52687.29,4569.49
20170213,23710.98,3216.8394,5812.9,28351.62,1554.2,2078.65,9710.32,1710.239738,3111.63,7294.67,3407.83,1585.24,354.78,7278.92,4888.19,11774.43,19064.64,3617.6,6550.59,494.05,632.29,9484.1,1572.1805,8462.88,2782.28,913.139,3723.437,4596.73,1173.17,972.19,33356.19,57857.85,88578.31,2328.25,20412.16,10077.67,15756.58,66967.64,47661.69,1274.55,7059.55,52956.71,4563.98
20170214,23703.01,3217.928,5810.9,28339.31,1539.12,2074.57,9718.78,1708.897843,3072.47,7206.84,3412.69,1572.24,355.26,7268.56,4895.82,11771.81,19187.67,3624.19,6531.37,494.62,629.82,9510.2,1569.7545,8426.15,2792.48,912.968,3724.5237,4605.56,1173.97,966.32,33724.52,57728.1,88082.21,2337.58,20504.41,9882.61,15786.03,66712.88,47391.24,1275.9,7032.65,52465.64,4572.57
20170215,23994.87,3212.9856,5859.1,28155.56,1553.69,2083.86,9799.76,1709.787263,3088.48,7174.3,3426.59,1573.37,356.47,7302.41,4924.86,11793.93,19056.16,3618.56,6556.46,496.66,623.67,9584.1,1574.0226,8486.27,2807.91,915.3037,3749.425,4627.54,1172.59,972.83,33981.5,57899.25,87881.97,2349.25,20611.861,9968.88,15844.95,67975.58,47161.74,1282.57,7073.69,52485.16,4596.69
20170216,24107.7,3229.6184,5863,28301.27,1551.07,2081.84,9771.25,1707.591056,3096.69,7283.25,3388.39,1576.05,355.49,7277.92,4899.46,11757.24,19087.54,3619.27,6543.53,493.98,622.16,9554.7,1576.3274,8467.52,2811.35,920.4005,3745.255,4628.85,1176.11,971.08,33745.02,58610.28,88186.86,2347.22,20619.77,10042.27,15864.17,67814.24,47293.85,1287.42,7131.27,52586.37,4643.21
20170217,24033.74,3202.0757,5851,28468.75,1544.54,2080.58,9759.76,1707.679057,3107.65,7244.79,3385.31,1577.84,354.95,7299.96,4867.58,11757.02,19006.46,3610.44,6540.23,499.08,617.18,9500.3,1570.5875,8506.49,2798.27,917.6859,3728.2446,4640.85,1152.21,970.01,33828.86,57972.68,88830.41,2351.16,20624.05,10010.41,15838.63,67748.42,47164.71,1287.42,7131.27,52223.54,4643.21
20170220,24146.08,3239.9612,5840.5,28661.58,1547.01,2084.39,9753.2,1712.576445,3096.69,7281.19,3388.16,1578.47,355.45,7299.86,4864.99,11827.62,18978.65,3619.14,6549.09,495.66,620.56,9526.6,1576.3275,8514.52,2805.81,913.6894,3741.0562,4663.42,1150.39,973.32,33973.59,58120.83,88587.66,2351.16,20624.05,10003.13,15838.63,68532.85,47083.81,1294.94,7071.9,52558.61,4580.22
20170221,23963.63,3253.3257,5835.4,28761.59,1555.6,2102.93,9763.93,1706.549664,3094.19,7282.68,3395.89,1564.42,357.81,7274.83,4888.76,11967.49,19043.58,3628.41,6626.95,498.57,628.69,9561,1590.0864,8567.18,2815.22,922.8308,3759.4214,4686.38,1161.65,974.47,34324.99,59331.91,88965.14,2365.38,20743,9967.65,15922.37,69052.02,47614.99,1293.32,7057.79,52586.61,4607.69
20170222,24201.96,3261.2185,5850.1,28864.71,1557.09,2106.61,9778.78,1708.080334,3122.2,7304.45,3370.49,1572.04,357.71,7302.25,4895.88,11998.59,18884.9,3623.64,6606.69,499.11,623.5,9477.2,1582.1322,8585.85,2787.1,921.3183,3747.619,4668.69,1146.01,972.72,34112.89,59451.12,88531.28,2362.82,20775.602,9929.4,15830.22,68589.55,47195.68,1289.25,7062.85,52088.56,4637.52
20170223,24114.86,3251.375,5832.5,28892.97,1556.25,2107.63,9769.31,1704.476913,3137.57,7335.56,3383.4,1567.32,356.98,7271.37,4891.29,11947.83,18819.49,3607.37,6533.45,497.63,621.95,9493.4,1588.3035,8569.36,2799.72,919.4871,3738.4905,4634.31,1146.01,972.2,33548.54,59583.89,89138.37,2363.81,20810.32,10015.94,15781.2,67461.39,47206.36,1286.42,7046.17,52183.1,4653.39
20170224,23965.7,3253.4326,5786.9,28892.97,1550.14,2094.12,9750.47,1698.353662,3117.03,7258.99,3368.24,1564.59,353.72,7243.7,4845.24,11804.03,18596.66,3575.75,6484.39,494.9,615.93,9453.5,1569.8586,8525.62,2752.99,912.0579,3712.4753,4619.29,1129.09,960.05,32886.03,58657.32,88258.45,2367.34,20821.76,9939.71,15533.47,66662.1,47047.67,1286.42,7046.17,51609.86,4653.39
20170227,23925.05,3228.6602,5773.8,28812.88,1534,2085.52,9750.47,1693.843982,3108.62,7232.47,3374.71,1558.03,354.44,7253,4845.18,11822.67,18914.3,3575.46,6528.11,494.81,616.8,9464.3,1564.632,8520.56,2741.89,911.3992,3716.955,4618.94,1117.29,958.61,32872.11,58681.67,87765.41,2369.75,20837.44,9958.63,15463.51,66662.1,47349.2,1277.97,6969.3,51497.16,4628.56
20170228,23740.73,3241.7332,5761,28743.32,1535.32,2091.64,9750.47,1693.766044,3096.61,7212.09,3416.79,1559.56,355.26,7263.44,4858.58,11834.41,18913.28,3584.13,6546.57,495.35,619.2,9555.5,1570.1724,8545.81,2746.5,911.5407,3718.7705,4647.9,1099.46,953.92,32061.33,58300.37,87478.33,2363.64,20812.24,9888.92,15399.24,66662.1,46856.79,1265.61,6972.39,51146.05,4552.09
20170301,23776.49,3246.9336,5750.9,28984.49,1553.09,2091.64,9674.78,1697.687045,3122.77,7170.7,3407.28,1567.19,361.93,7382.9,4960.83,12067.19,19364.39,3660.51,6705.05,505.04,625.93,9751.5,1591.3728,8634.7,2797.11,917.7794,3761.4202,4708.06,1109.39,971.95,33343.05,59646.29,89320.25,2395.96,21115.549,9889.73,15599.68,66988.875,47454.15,1284.33,6966.53,51682.19,4569.53
20170302,23728.07,3230.028,5820.7,28839.79,1564.69,2102.65,9691.8,1715.666268,3136.48,7234.94,3417.35,1569.94,361.58,7382.35,4963.8,12059.57,19440.62,3668.37,6674.43,503.79,628.45,9716,1580.5331,8661.63,2812.47,918.0737,3774.2659,4708.57,1099.82,977.16,33155.19,59743.64,89933.88,2381.92,21002.969,9871.33,15536.65,65854.93,47288.66,1287.66,7016.66,51893.19,4596.39
20170303,23552.72,3218.3118,5775.4,28832.45,1558.05,2078.75,9648.21,1708.382501,3122.34,7247.12,3410.22,1566.2,362.83,7374.26,4995.13,12027.36,19664.45,3702.86,6672.08,505.86,621.03,9798.5,1581.3159,8670.06,2798.79,911.9862,3774.6199,4660.73,1108.26,974.23,33193.81,59313.38,89722.05,2383.12,21005.71,9907.48,15608.5,66785.53,47414.57,1287.66,7016.66,51708.61,4596.39
20170306,23596.28,3233.8657,5788.5,29048.19,1554.9,2081.36,9682.63,1727.357684,3121.51,7313.87,3418.73,1553.61,361.19,7350.12,4972.19,11958.4,19449.85,3687.06,6658.7,503.65,620.18,9804.1,1575.5226,8664.8,2791.24,905.4715,3759.7363,4634.96,1110.46,975.57,33181.49,58995.74,91044.99,2375.31,20954.34,9937.92,15629.75,66341.37,47883.59,1273.18,6976.35,51498.14,4604.27
20170307,23681.07,3242.4063,5801.9,28999.56,1555.04,2094.05,9738.07,1728.661716,3130.44,7294.52,3413.45,1549.87,360.71,7338.99,4955,11966.14,19455.05,3684.13,6600.86,502.95,622.36,9801.7,1575.7684,8623.97,2796.34,899.1203,3760.4727,4630.41,1097.44,971.7,32442.2,58530.07,90813.61,2368.39,20924.76,9928.66,15608.78,65742.33,47419.16,1273.32,6993.13,51377.78,4591.52
20170308,23782.27,3240.6646,5799.5,28901.94,1550.25,2095.41,9753.45,1725.542509,3145.29,7294.56,3417,1551.73,361.15,7334.61,4960.48,11967.31,19482.39,3699.47,6636.08,502.8,621.11,9850.5,1578.2289,8626.65,2813.73,897.8445,3754.608,4630.1,1097.44,972.24,32547.37,58559.14,89484.9,2362.98,20855.73,9836.18,15496.98,64718.02,47539.22,1280.7,6970.84,51299.99,4590.76
20170309,23501.56,3216.7456,5780.5,28929.13,1554.68,2091.06,9658.61,1717.423668,3118.84,7295.45,3394.4,1549.24,363.12,7314.96,4981.51,11978.39,19571.24,3744.54,6658.71,507.74,619.74,9998.4,1583.7297,8639.7,2805.25,897.3205,3751.0032,4640.76,1046.9,974.01,32986.86,57986.6,89002.56,2364.87,20858.19,9880.2,15496.84,64585.234,47263.92,1281.42,6916.84,50910.71,4457.3
20170310,23568.67,3212.76,5811.2,28946.23,1574.01,2097.35,9627.89,1717.57716,3133.35,7146.27,3411.25,1539.91,363.98,7343.08,4993.32,11963.18,19658.37,3764.65,6678.48,511.14,628.43,10006.4,1587.9276,8669.97,2826.11,905.5879,3750.474,4626.27,1055.93,972.31,32727.24,58316.11,89611.4,2372.6,20902.98,9926.64,15506.68,64675.465,47102.31,1281.42,6916.84,51269.54,4457.3
20170313,23829.67,3237.0244,5794.6,28946.23,1577.4,2117.59,9697.34,1721.920797,3147.15,7233.09,3419.24,1535.51,364.39,7367.08,4999.6,11990.03,19706.95,3771.04,6668.58,511.9,629.87,9995.9,1594.71,8683.05,2836.15,908.972,3756.3323,4619.16,1069.14,977.91,32686.3,59322.58,89429.73,2373.47,20881.48,9976.91,15544.82,65534.3,47101.14,1282.56,6787.8,51855.38,4382.32
20170314,23827.95,3239.328,5798.1,29442.63,1574.9,2133.78,9744.21,1722.468261,3143.4,7261.75,3409.22,1543.15,363.1,7357.85,4974.26,11988.79,19537.4,3750.83,6617.57,510.06,624.07,9905.1,1586.0002,8663.54,2815.64,910.9893,3756.247,4580.53,1063.69,978.59,32636.18,59301.32,89136.53,2365.45,20837.37,9792.19,15379.61,64699.46,47087.97,1279.3,6790.71,51699.46,4387.96
20170315,23792.85,3241.7598,5813.7,29398.11,1571.31,2133,9740.31,1717.361536,3137.43,7253.79,3386.57,1540.8,364.33,7368.64,4985.48,12009.87,19774.02,3759.81,6644.15,511.66,627.4,9983.2,1588.8887,8688.86,2816.77,910.4871,3780.245,4572.64,1062.61,979.19,32636.18,59109.17,89445.55,2385.26,20950.1,9886.9,15520.91,66234.875,47470.31,1279.83,6835.76,51701.6,4375.35
20170316,24288.28,3268.9353,5827.5,29585.85,1572.69,2150.08,9837.83,1737.143196,3163.52,7278.6,3385.74,1557.05,367.3,7415.95,5013.38,12083.18,20109.76,3778.13,6684.08,514.53,632.56,10168,1593.2535,8667.48,2850.76,914.6611,3805.8408,4604.61,1096.29,980.78,33049.44,60247.18,90268.32,2381.38,20934.549,9964.25,15562.41,65782.85,48056.56,1272.48,6921.6,52748.97,4424.93
